season,episodeNum,speaker,line
15,6,DEAN,"You know they still put, um, jokes on the backs of these things. Listen to this one... What's round and bad-tempered? ""A vicious circle."" 'Cause it's..."
15,6,SAM,"Yeah, I... I... Wait a second, did you eat the whole box?"
15,6,DEAN,Yeah. Yeah. Because I'm a champion.
15,6,SAM,"Wait a second. So I've been looking for signs of... of God or... or Lilith, and you've been in your room, eating cereal."
15,6,DEAN,"And marathoning ""Scooby-Doo"". Well, did you find anything?"
15,6,SAM,"No, not yet."
15,6,DEAN,Shocker.
15,6,SAM,"Hey, did you notice anything weird just now when you came in?"
15,6,DEAN,"No. Why, did you have another one of your visions?"
15,6,SAM,No. I haven't had a vision since Colorado. I think maybe they stopped.
15,6,DEAN,"Oh, I doubt it. Not until Chuck gets his end game, you know? The Winchester Bowl. Cain and Abel 2.0. This is God we're talking about. G-O-D. Wouldn't be too worried about finding him. He'll find us."
15,6,ANDY,"Hey, Clarence."
15,6,CASTIEL,Morning.
15,6,ANDY,"Come on in, early bird. Well... What can I do for ya? Bait working out good?"
15,6,CASTIEL,"Oh, yeah. The... Bait's good. I think it's the fish. They've begun to anticipate me."
15,6,ANDY,"Yeah, fish can be smart. I'd switch up spots. Maps are over there."
15,6,CASTIEL,I had a friend who always praised fishing for its meditative qualities. Wish I found it more relaxing. Andy... is everything all right?
15,6,ANDY,"Oh, uh... I'm, uh, volunteer fire department. We pulled a body out of the lake this morning. Missing kid. Shane Coogan."
15,6,CASTIEL,I'm sorry.
15,6,ANDY,"Yeah. You know, not my first dead body, but... Ah, the way he looked, I guessed he drowned. Except he was juiced."
15,6,CASTIEL,Juiced?
15,6,ANDY,"Mm. Like drained, like, of his blood. Weird, huh? Is that everything for you?"
15,6,CASTIEL,Yeah.
15,6,SAM,Eileen?
15,6,EILEEN,"Hi, Sam."
15,6,DEAN,"So, you were in Hell? You didn't make a deal. You were innocent. You've been down there this whole time?"
15,6,EILEEN,The Hellhound that killed me kind of dragged me there.
15,6,DEAN,Damn.
15,6,SAM,"Yeah, um, she escaped when, uh, Chuck blew all the doors open, and then..."
15,6,EILEEN,I hauled ass. Far as I could.
15,6,DEAN,"So by the time we got the barrier up, you were already gone."
15,6,EILEEN,"Been trying to get you guys to see me for a while now. This whole ghost thing doesn't really come with a handbook. Look, I don't know how all this works, but I know how it ends. We go crazy. We hurt people. I can't stay here, and I won't go back down there. So I thought... You guys know angels. Maybe if you put in a good word, you know, up there..."
15,6,DEAN,"Eileen, even if we did, it wouldn't matter. Souls from Hell can't go to Heaven. A friend of ours just found that out. I'm sorry."
15,6,EILEEN,Yeah. Me too.
15,6,SAM,"Nice, man. Real sensitive."
15,6,DEAN,You want me to sugarcoat it?
15,6,SAM,"No, I don't want... of course not. But, Dean..."
15,6,DEAN,"There may be an Option B. Do we have any of those soul catchers, you know, like the ones we used in Harlan?"
15,6,SAM,You want to trap Eileen in a prison full of psycho ghosts?
15,6,DEAN,"No, no, no. Not with them. We'd... We'd make her her own, you know? Look, it's better than where she was, and it's better than where she's going."
15,6,SAM,"Dean, that spell... it's not exactly easy."
15,6,DEAN,"Okay, but, you know, you're like, uh, Rowena's protégé. You're a regular Ginger Jr."
15,6,SAM,"Even if I could, I would need a crystal. I mean, those were Rowena's thing."
15,6,DEAN,"Okay. Look, man, this blows. I get it. I don't make the rules. A soul from Hell can't go to Heaven."
15,6,SAM,"All right, look, if it's what Eileen wants, then... Maybe we can go to Rowena's place and look for a crystal, or something. I've been meaning to go there anyways after, uh... You know."
15,6,DEAN,Great. Do that.
15,6,SAM,"Wait, wait. You're not coming with?"
15,6,DEAN,It's a milk run.
15,6,SAM,"You're... You know what, Dean, ever since God got back, you've been acting like there's nothing we can do, like nothing matters, but we can do this. Man, this matters."
15,6,DEAN,And that's why you're gonna kick it in the ass.
15,6,CASTIEL,When will the Sheriff be back?
15,6,SECRETARY,"Five minutes? An hour? It's Tuesday, Agent. He gets his hair cut on Tuesday."
15,6,CASTIEL,He gets his hair... I see.
15,6,MELLY,"You're FBI? I thought you were renting the Doweling cabin. Uh, small town..."
15,6,CASTIEL,"Uh... I'm, uh... I'm on vacation."
15,6,MELLY,"But you're looking into that missing boy, the one that they found in the lake?"
15,6,CASTIEL,Do you know him?
15,6,MELLY,"Uh, no, but I... I think my son's missing, too. Um... I... I let him camp out last night, and he was supposed to be back first thing this morning."
15,6,SECRETARY,"Honey, it's only a few hours. He'll turn up."
15,6,MELLY,"She thinks I'm overreacting because this town, it's like a postcard, but now, with that other boy, I just... I... I need to find my son."
15,6,CASTIEL,Right.
15,6,MELLY,"Please, um, Agent, um..."
15,6,CASTIEL,Um... Worley.
15,6,MELLY,Can you help me?
15,6,CASTIEL,Of course.
15,6,SAM,I... I'm sorry. I wish there was more we could do. I hate this for you.
15,6,EILEEN,"Whatever that crystal is, I'll take it. At least I won't be... you know."
15,6,SAM,"Yeah. I've been there, too... uh, Hell. A long time ago. You try and forget, but it gets inside you. Talking helps."
15,6,EILEEN,I can't. Not yet.
15,6,SAM,"After we met, I started practicing again. I guess some of it stuck."
15,6,EILEEN,Who's she?
15,6,SAM,I don't know.
15,6,WITCH MOTHER,"Well, look at you."
15,6,SAM,Wait a second.
15,6,EILEEN,She was goth?
15,6,SAM,"No, close. I recognize that. It's from the ""Ordo maleficarum""."
15,6,EILEEN,A witch.
15,6,SAM,"Yeah. Looks like she tore this place apart. I mean, maybe she got into something she shouldn't have."
15,6,EILEEN,Great.
15,6,SAM,"Okay, let's just find what we're looking for and get out of here."
15,6,SHERIFF ROY,"Melly Krokowski. From the day that woman graced us with her presence, it's always something... too much fluoride in the water, not enough vegan options at the 4th of July parade, that we even have the 4th of July parade."
15,6,CASTIEL,"Sheriff, her son is missing."
15,6,SHERIFF ROY,"And maybe if this were New York, I'd be worried. Here? A teenager stays out too long, he's probably with his buddies sobering up."
15,6,CASTIEL,So people rarely go missing here?
15,6,SHERIFF ROY,"I mean, not locals. But it is a tourist town. Some years, we lose a hiker. Somebody drowns."
15,6,CASTIEL,Like Shane Coogan?
15,6,SHERIFF ROY,No.
15,6,SHERIFF ROY,"Shane came out for last year's Bluegrass festival. Parents raised a big stink, but locals saw him holed up in the woods. Opioids. Wound up in the lake. O.D.'d."
15,6,CASTIEL,I'd like to take a look at the body.
15,6,SHERIFF ROY,Already on its way to Cheyenne. We don't have an M.E.
15,6,CASTIEL,"Well, any case work you do have will be fine."
15,6,SHERIFF ROY,"Which office you say you were from again, Agent Worley?"
15,6,CASTIEL,Special Agent. D.C.
15,6,SHERIFF ROY,"You got a supervisor I could talk to, make it official?"
15,6,DEAN,This is Assistant Director Kaiser.
15,6,SHERIFF ROY,Uh... This is Sheriff Alden Roy. Just checking on Agent Worley.
15,6,DEAN,"Would you put my agent on the phone, please?"
15,6,CASTIEL,Hello?
15,6,DEAN,Cas. Sam's been trying to call you.
15,6,CASTIEL,I know.
15,6,DEAN,Did you check his messages?
15,6,CASTIEL,Nope.
15,6,DEAN,"Right. Smart. Why would you? Look, I don't know if you care or not, but, uh... God... Chuck... is back on the board, so watch yourself. And check your damn messages."
15,6,CASTIEL,"Yes, sir. Thank you, sir."
15,6,SHERIFF ROY,I'll get you those files.
15,6,CASTIEL,Thank you.
15,6,EILEEN,This is just junk.
15,6,SAM,"Tarot cards, self-help books. Where's her real stash? [Eileen notices something odd about a bookcase, and walks through the wall] Eileen?"
15,6,EILEEN,"Sam? In here. [Sam pushes open the bookcase, a hidden door to Rowena's secret lab] Ta-da! [Sam is overwhelmed as he explores, and finds Rowena's books] Sam?"
15,6,SAM,Uh... She kept journals.
15,6,EILEEN,Rowena?
15,6,SAM,Yeah. Her spell work. All of it. Right up until the end.
15,6,EILEEN,You miss her.
15,6,SAM,"I killed her. Her idea. She, uh, sacrificed herself to save us. To... To save the world. You ever feel like you're the punchline to some cosmic joke?"
15,6,EILEEN,Are you kidding?
15,6,SAM,"Rowena got it. I mean, she didn't know all the details, but she knew the game was rigged. So this... Magic. This is how she kept control."
15,6,SAM,No way.
15,6,EILEEN,Sam. What's going on?
15,6,SAM,"Okay. When my mom was killed, uh, Rowena tried to bring her back, but she couldn't. She needed a body, which we didn't have. Turns out, Rowena was working on a way to bring her back, a way around that, a-a way to make the spirit flesh."
15,6,EILEEN,She didn't use it?
15,6,SAM,"We ended up finding out my mom was in Heaven already and happy, so... She never finished it. But... I think I can finish it."
15,6,EILEEN,So?
15,6,SAM,"So... Eileen, we can bring you back."
15,6,SAM,All right. That's everything.
15,6,EILEEN,Sam? Sam? What's happening?
15,6,WITCH MOTHER,"Umbra, abi. Hello, Sam."
15,6,SAM,Who are you?
15,6,WITCH MOTHER,"Rowena MacLeod is dead. We came for what she left behind, and just when we thought we wouldn't get it... You come along. Hmm. Lucky us."
15,6,SAM,What?
15,6,WITCH MOTHER,"The apartment's hexed. It's potent magic. Anyone who steps insides dies. Except, apparently, you. Mm-hmm. Surprised? Yeah. Me too. I only know Rowena by reputation. Respect, but... To imagine her leaving all her Earthly treasures to you..."
15,6,SAM,So the body we found... That was one of yours.
15,6,WITCH MOTHER,"Mm. Jacinda, my oldest. She's young. She'll learn."
15,6,SAM,Now you're gonna bring her back.
15,6,WITCH MOTHER,"Well, of course I am, yeah. This is good magic."
15,6,SAM,"Listen, you need me."
15,6,WITCH MOTHER,Hmm.
15,6,SAM,You want Rowena's stuff? I can get it for you. But I need that spell.
15,6,WITCH MOTHER,"Oh. Hm. I'm sorry, no. I'd never give up my girl."
15,6,SAM,"Okay, then we'll both use it."
15,6,WITCH MOTHER,"We can't. A spell like this, you can only use once. Show Death a loophole, and she closes it. And, well, I think you'll help us anyway. Emily."
15,6,WITCH MOTHER,"Hmm. Now, a choice... you can do as you're told and die quick. Or you can play tough and... [She squeezes the voodoo doll and Sam cringes in pain] Oh. ... and die slowly. It's up to you."
15,6,EMILY,Hm.
15,6,MELLY,"Okay, so I followed you."
15,6,CASTIEL,"Melly, you shouldn't be here."
15,6,MELLY,"Please, Agent Worley, you have to let me help. I told Caleb to get off ""Fortnite"", to get some fresh air."
15,6,CASTIEL,This isn't your fault.
15,6,MELLY,What are those X's?
15,6,CASTIEL,They're where they found... A number of people have gone missing in this area.
15,6,MELLY,"And you think Caleb... No, he wouldn't come out here. He knows it's not safe. With the mine?"
15,6,CASTIEL,Mine?
15,6,MELLY,"Yeah, the old silver mine.The EPA shut it down in the '70s... toxic runoff."
15,6,CASTIEL,Can you show me where it is?
15,6,MELLY,No. But I can take you.
15,6,CASTIEL,Okay. Stay close.
15,6,SAM,"It's Emily, right? Is this your thing, robbing dead people?"
15,6,EMILY,No talking.
15,6,SAM,Right.
15,6,EMILY,"Make it quick, just the good stuff."
15,6,SAM,"Hey, I can look for something to cover her up."
15,6,EMILY,Do you think she's pretty? Everyone thinks she's pretty.
15,6,SAM,"I mean, uh, she's dead."
15,6,EMILY,For now.
15,6,SAM,Were you close?
15,6,EMILY,She made my life hell.
15,6,SAM,"Really? What did she do? Listen, I get it. All right? I mean, I... I have an older brother. When I was 10, he... he put superglue in my toothpaste."
15,6,EMILY,Yeah?
15,6,SAM,Yeah.
15,6,EMILY,"Once, she made me invisible... for a week."
15,6,SAM,"Okay, well, that's not so..."
15,6,EMILY,And she tried to sell my soul to a demon and she turned my first crush into a water balloon... and popped him.
15,6,SAM,Oh.
15,6,EMILY,And then she got mean. Start packing.
15,6,CASTIEL,Are we close?
15,6,MELLY,I think so. Thanks for doing this on your vacation.
15,6,CASTIEL,"Well, it's not really a... I needed to step away."
15,6,MELLY,"Burnout's a bitch, right?"
15,6,CASTIEL,"Yeah. My colleagues and I, we, uh... I guess you could say we had a falling out with management."
15,6,MELLY,"Trust me, I get it. I used to work in finance. Back in '08, all the bosses promised big changes, but nothing really changes, so I cashed out, took the kid, moved here. Thing is, taking yourself out of the game doesn't really change the game. But I had to, for Caleb, who says moving here ruined his life. Half the time, we're at each other's throats."
15,6,CASTIEL,"Well, I'm sorry."
15,6,MELLY,"No, we'll get through it."
15,6,CASTIEL,"Melly, you have to prepare yourself for something."
15,6,MELLY,What?
15,6,CASTIEL,"There are things in this world that aren't human. Shane Coogan was killed by one, a djinn, I think."
15,6,MELLY,"I'm sorry, a what?"
15,6,CASTIEL,"Monsters are real, and, given the number of missing people in the area, I think this mine may be a lair, and, if it is, I don't want you to see what's inside."
15,6,MELLY,But I don't want...
15,6,CALEB,Mom? Mom?
15,6,MELLY,Caleb!
15,6,CASTIEL,Oh!
15,6,EMILY,"Steve was a good bunny. But Jessie needed his bones, so."
15,6,SAM,"Yeah. Sorry, that's, uh... Wow."
15,6,EMILY,"I yelled at her, and she turned my tongue into a snake. I still have the scars where it bit me."
15,6,SAM,You know what? Listen. She doesn't have to come back. All right? You heard your mom. That spell only works once. If you give it to me...
15,6,EMILY,She'd kill me.
15,6,SAM,"Not if you ran. Rowena was a very powerful witch, maybe the most powerful of all time. I'll give you her books, her journals... whatever you want. Y-You could go somewhere else, start over again."
15,6,EMILY,"Liar! [she stabs the doll again, hard enough that Sam falls to the ground]"
15,6,CALEB,"I know... I know I wasn't supposed to be out here, but I..."
15,6,MELLY,"It's okay, honey. Just tell us what happened."
15,6,CALEB,You're not gonna believe me.
15,6,CASTIEL,"Yes, we will."
15,6,CALEB,"I saw some guy dragging a dead body to the lake. I couldn't see his face, so I grabbed my phone, I tried to bust his ass, but... It was a monster. I-I ran, but I fell, I broke my phone and messed up my ankle. I was hiding. I was so scared."
15,6,CASTIEL,The monster... did you get a good look at it?
15,6,SHERIFF ROY,"Yeah, he did. Unfortunately. Been looking for you. I try not to kill more than I have to, but now you and the kid are just such a big pain in my ass."
15,6,CASTIEL,You won't hurt them.
15,6,SHERIFF ROY,That right?
15,6,CALEB,Whoa. Whoa.
15,6,CASTIEL,"It's always you... you selfish little men in positions of authority. You take what you want, you take who you want. And you believe that your power will protect you. [Sheriff Roy shoots him in the heart, point blank, and Cas heals it again] Well, it won't protect you from me."
15,6,EMILY,Let's go. Don't make me hurt you.
15,6,DEAN,Witch-killing bullets.
15,6,SAM,"Dean, wait, she's..."
15,6,EMILY,"Let her go, or he dies."
15,6,DEAN,"Well, it looks like we got ourselves a little bit of a stand-off. Two on two."
15,6,WITCH MOTHER,More like two on three.
15,6,WITCH MOTHER,Ad elicienda alvos. Torto ventre. Ad elicienda alvos. Torto ventre. [to Emily] The doll! Kill him! Ad elicienda alvos. Torto ventre. Ad elicienda alvos.  Torto ventre.
15,6,EILEEN,"Not today, bitch."
15,6,DEAN,About time.
15,6,WITCH MOTHER,Ad elicienda alvos. Ad elicienda alvos. Torto ventre. Ad elicienda alvos. Torto ventre. Ad elicienda alvos. Torto ventre. Congelentur venae.
15,6,WITCH MOTHER,Cor marcascatur et in thorace concidatur. I'll grind your heart to dust. Congelentur venae. Cor marcascatur et in thorace concidatur. Con...
15,6,WITCH MOTHER,You... How?
15,6,SAM,I learned from the best.
15,6,EMILY,Start packing.
15,6,SAM,"O Ichor, igne putrefaciatur, ex sanguine flagrante, te invoco."
15,6,DEAN,Eileen!
15,6,EILEEN,Her... Her body!
15,6,DEAN,Come on.
15,6,MELLY,So you...
15,6,CASTIEL,Dropped him in the lake. I think I can help. May I?
15,6,CALEB,Holy crap! What... What?
15,6,MELLY,That's a... miracle. Were you sent by God?
15,6,CASTIEL,"Melly, I can't explain it to you. I... Well, even if I could, I think you're better off not knowing."
15,6,MELLY,What does that mean?
15,6,CASTIEL,"It means I'm happy I met you, and I'm glad we found your son."
15,6,MELLY,But now you're leaving.
15,6,CASTIEL,"Yeah. If I stay, nothing changes. It's time for me to get back in the game."
15,6,EILEEN,"Okay, so... I just, um... get in?"
15,6,SAM,Yeah. I guess. Then I say the words.
15,6,SAM,Mortuum oritur. Rutum revertitur. Ex spiritu incarnatum est. Oriatur et educatur. Oriatur et educatur.
15,6,SAM,Eileen?
15,6,EILEEN,"Sam? [she walks over to him, and signs] Thank you."
15,6,DEAN,How's Eileen?
15,6,SAM,"She, uh... She's asleep. She had a big day."
15,6,DEAN,"Well, so did you. Hex bags. New body. So, what, are you some kind of witch now?"
15,6,SAM,"Nah, I got lucky."
15,6,DEAN,"Yeah. I just wish we knew about that spell for Mom. You did good today, man. I did jack."
15,6,SAM,"You killed a witch, saved my ass."
15,6,DEAN,"Yeah, I guess so."
15,6,SAM,"You know what, I've been thinking about something you said, about how we don't make the rules, and you're right. We don't. We never have. But that doesn't mean we can just give up."
15,6,DEAN,"Oh, come on, man."
15,6,SAM,"We have moves to make here, Dean. We do. I mean, you think Chuck wanted me to shoot him? Of course not."
15,6,DEAN,"You sure about that? Maybe that was part of the plan, you know? That's the thing, man. I don't know what's God and what isn't, and it's driving me crazy."
15,6,SAM,"All I'm saying is we'll find a way to beat him. We will. I don't know how yet, but we will 'cause we're the guys who break the rules. But I can't do it without you. I can't. Just like I couldn't do it today without you. I need my brother."
15,7,SAM,You ever feel like you're the punchline to some cosmic joke?
15,7,DEAN,What the hell were you thinking?
15,7,CASTIEL,I think it's time for me to move on.
15,7,DEAN,Sam's been trying to call you.
15,7,CASTIEL,I know.
15,7,SAM,"When I shot Chuck, the bullet wasn't a bullet. It w... it was a piece of me. So, what if it created a-a link of some sort?"
15,7,SAM,"Eileen, we can bring you back."
15,7,ANGELA,"All right, we're almost there."
15,7,SALLY,"You're so good to me, Angela."
15,7,ANGELA,Mm-hmm.
15,7,SALLY,What would I do without you? Hmm? What would I do without my best friend?!
15,7,ANGELA,"Okay, Sally, okay, let's... let's just get you home."
15,7,SALLY,- Or...
15,7,ANGELA,Okay?
15,7,SALLY,... Ryan said there was an after party at his house.
15,7,ANGELA,"No, no, no. No more after parties. No more drinking. No more guys."
15,7,ANGELA,Sally?
15,7,ANGELA,Great. Purge your sins. Then we'll get you home.
15,7,SALLY,Angela? Angela?!
15,7,ANGELA,Hello?
15,7,DEAN,"Anything? Crop circles? Body without a heart? Anything? Come on, Internet."
15,7,DEAN,"Oh, hello. Yeah."
15,7,SAM,It's never enough food.
15,7,DEAN,Hey.
15,7,SAM,Ho-ho!
15,7,EILEEN,Hey.
15,7,SAM,Look who's alive.
15,7,DEAN,"Yeah, mostly."
15,7,SAM,"You hungry? We have, uh, eggs, pancakes, bacon."
15,7,DEAN,"That real bacon? 'Cause, you know, you..."
15,7,DEAN,Are you two hungover?
15,7,EILEEN,We might've gotten just a little carried away with the margaritas last night.
15,7,DEAN,Ho-ho! I knew I liked you.
15,7,EILEEN,Sit. Eat.
15,7,DEAN,"No, no. Uh, nah, I can't."
15,7,SAM,"W-W-Wait, wait. Wait. You're turning down bacon?"
15,7,DEAN,"Mm, yes, yeah, I'm actually... I'm gonna head out."
15,7,SAM,"Okay, fine. Just give us a second to wrap this up, and we'll come with you."
15,7,DEAN,"No, no, no. No. I'm... I'm... I'm good. You guys stay, eat. It smells terrific."
15,7,SAM,"Hey, Dean. Dean, whoa, whoa, whoa, whoa, whoa. Just hold on. Slow down."
15,7,DEAN,"No, I'm good. I'm good."
15,7,SAM,You're good? W-What does that mean you're...
15,7,DEAN,"It means I got to... I got to get out of here, okay? I just... I got to... I'm gonna take a drive, clear my head."
15,7,SAM,Alone?
15,7,DEAN,"Yeah, you know, you and Eileen, you guys are having fun. I don't want to spoil that, you know?"
15,7,SAM,"Yeah, go, go. Clear your head. Eileen and I have stuff to do."
15,7,DEAN,"Yeah, I'll bet you do. Yeah? Hmm?"
15,7,SAM,It's not like that. I-I-I meant looking for Chuck and Lilith and...
15,7,DEAN,"Sure. Got it. Um, okay, but if, uh, things go your way, just make sure you put the sock on the door so I know."
15,7,SAM,Call me if you need me.
15,7,DEAN,Always do.
15,7,EILEEN,Is he okay?
15,7,SAM,"I think. It's funny. After everything with Chuck, uh, Dean was so... down I-I-I thought he wouldn't get back up again, but... but now, him leaving? That's progress. Right?"
15,7,EILEEN,"Yeah, it is."
15,7,DEAN,"Excuse me, Sheriff."
15,7,SHERIFF DILLON,May I help you?
15,7,DEAN,Agent Dukes.
15,7,SHERIFF DILLON,"Dukes? Like ""put up your dukes""?"
15,7,DEAN,Exactly.
15,7,SHERIFF DILLON,Sheriff Dillon.
15,7,DEAN,"Good to meet ya. Listen, I'm looking into the disappearance of Angela Sullivan."
15,7,SHERIFF DILLON,Disappearance?
15,7,DEAN,Mm-hmm.
15,7,SHERIFF DILLON,"Uh, I wouldn't go that far."
15,7,DEAN,No? Why not?
15,7,SHERIFF DILLON,"Well, for one, Angela's car is gone. Cars don't usually disappear unless they're being driven somewhere."
15,7,DEAN,"Okay, so you think what?"
15,7,SHERIFF DILLON,That girl wasn't taken. She left on her own.
15,7,DEAN,You sure about that?
15,7,SHERIFF DILLON,"Look, this is a small town. Angela's mom and dad passed a few years ago, but even before they did, she was talking about moving to L.A., trying to get on one of them competition shows, like the one with the ""Knight Rider."""
15,7,DEAN,Right.
15,7,SHERIFF DILLON,"It happens. Kids usually last about a week before they return. I stayed there a whole month. Oh, they don't know what they missed. I could've been the next Denzel. Huh?"
15,7,DEAN,"All right. Uh, why would her friend report her missing?"
15,7,SHERIFF DILLON,I don't know. For the attention. Sally's got issues.
15,7,DEAN,What kind of issues?
15,7,SHERIFF DILLON,The kind that keep her over at Swayze's Bar just about 24/7.
15,7,DEAN,"Swayze. Sheriff, thank you for your time."
15,7,SHERIFF DILLON,No problem.
15,7,DEAN,Okay.
15,7,SHERIFF DILLON,"Oh, Agent Dukes?"
15,7,DEAN,Yeah?
15,7,SHERIFF DILLON,"Hollywood ain't that far. You could catch Angela there. While you're at it, you could give show biz a shot for yourself. You've got the look."
15,7,DEAN,All right.
15,7,LORNA,"Hey, there."
15,7,DEAN,Nice place.
15,7,LORNA,Best beer and wings in the world.
15,7,DEAN,I'll be the judge of that.
15,7,LORNA,"Sure you will, handsome. But first, hand it over."
15,7,DEAN,My gun?
15,7,LORNA,"This is Texas, sweetheart. You can keep your gun. Cellphone. Ain't a party if everyone's on their phone."
15,7,DEAN,All right.
15,7,DEAN,Looking for someone.
15,7,LORNA,"Oh, but I think you found her."
15,7,DEAN,Yeah. Sally Anderson. Have you seen her?
15,7,LORNA,"Not yet, but it's ""two for Tuesday."" She'll show up."
15,7,DEAN,Thank you.
15,7,LORNA,Mnh-mnh. Thank you.
15,7,DEAN,Ooh.
15,7,LEE,Huh? Right there.
15,7,DEAN,Lee Webb.
15,7,WOMAN,"Hey, honey. Hi."
15,7,LEE,"[hugging the woman in greeting] Oh, hey. You like that?"
15,7,DEAN,Son of a bitch.
15,7,LEE,Dean frigging Winchester.
15,7,LEE,"I'll be damned. Man, come in here."
15,7,DEAN,The hell are you doing here?
15,7,LEE,"What am I d... I own this joint, man. What are you doing in here?"
15,7,DEAN,Working a case.
15,7,LEE,"You're still Hunting, huh?"
15,7,DEAN,"Well, yeah."
15,7,LEE,"Dean Winchester. Unbelievable. Hey, uh, Lor... Lorna? Lorna! Lorna! Hey, can we get a co... couple of beers for me and my... and my boy here? [to Dean] You got time, right?"
15,7,DEAN,Always.
15,7,LEE,All right.
15,7,DEAN,You own the place?
15,7,LEE,"Come on, dude."
15,7,DEAN,You sound good.
15,7,EILEEN,"My brain is just, like, melting."
15,7,SAM,"Yeah. Me, too."
15,7,EILEEN,"I need a break, and so do you. Why don't we do something fun?"
15,7,SAM,Yeah. Um... ideas?
15,7,EILEEN,"I mean, a few."
15,7,CASTIEL,Sam.
15,7,SAM,"Cas? Wh... What in the world, man? Where have you been? I-I've been calling you and texting..."
15,7,CASTIEL,"I know. I was... Well, it doesn't matter. I'm here now. I'm ready to help."
15,7,EILEEN,Hi.
15,7,SAM,"Yeah, uh, Cas, this is Eileen Leahy. Eileen, this is Cas."
15,7,CASTIEL,I thought you were...
15,7,SAM,"Uh, one-time thing."
15,7,CASTIEL,"Well, where's Dean?"
15,7,SAM,He went for a drive. He needed to clear his head. So we've been looking for signs of Chuck and Lilith.
15,7,CASTIEL,Lilith?
15,7,SAM,"Yeah, uh, she's back."
15,7,CASTIEL,Have you found them?
15,7,EILEEN,Not yet.
15,7,CASTIEL,It's because you're looking in the wrong places.
15,7,SAM,"What do you mean? Have you heard something on angel radio, or..."
15,7,CASTIEL,"No, no. It's been silent for months. But your wound... it's still not healed?"
15,7,SAM,No.
15,7,CASTIEL,"Good. I've been thinking about that gun, the, uh... the Equalizer? When you shot God, it fired a piece of your soul."
15,7,SAM,Okay.
15,7,CASTIEL,So there may be some of you inside Chuck.
15,7,EILEEN,Ew.
15,7,LEE,"Oh, tell me, brother..."
15,7,DEAN,Mm?
15,7,LEE,... how's the old man?
15,7,DEAN,"He died. Yeah, 13 years ago. But, hey, he was doing what he loved the most... kicking ass and taking names."
15,7,LEE,"Yeah. I'm sorry, man."
15,7,DEAN,I appreciate that.
15,7,LEE,I always liked that crusty son of a bitch.
15,7,DEAN,Yeah.
15,7,LEE,"You remember that time he caught us wasted on a Hunt? Hm? He was so mad, I-I thought he was gonna have an aneurysm."
15,7,DEAN,"Oh, man, but I tell you what. He always liked you. He always liked you. In fact, he said that he'd never seen anybody better in a fight, and that is high praise coming from my old man."
15,7,LEE,To John Winchester.
15,7,DEAN,"Hey, thank you."
15,7,LEE,"Yeah, yeah."
15,7,DEAN,"Man, so I don't think I've seen you since Sammy was in college."
15,7,LEE,Right.
15,7,DEAN,"I mean, hell, I-I thought you were..."
15,7,LEE,Dead?
15,7,DEAN,"Well, I mean, that's usually how this ends, isn't it?"
15,7,LEE,Yeah.
15,7,DEAN,Hm.
15,7,LEE,You remember that cult thing we did in Arizona?
15,7,DEAN,"Oh, yeah. I remember that."
15,7,LEE,"Yeah. Well, I did one more case after that, right around here, and... I decided that wasn't the life for me anymore. I scrounged up what I could, and I bought this joint. Living the dream."
15,7,DEAN,"Let me ask you something. You ever regret it, walking away?"
15,7,LEE,Not once.
15,7,SAM,"Cas, are you sure about this?"
15,7,CASTIEL,"No, but I am sure I can't heal the wound. Maybe I can probe it."
15,7,SAM,Probe it?
15,7,CASTIEL,"Study it, see if it can lead us to Chuck."
15,7,EILEEN,Is that dangerous?
15,7,CASTIEL,Probably.
15,7,SAM,All right. Let's do it.
15,7,EILEEN,Sam...
15,7,SAM,I'll be fine. I'm ready.
15,7,CASTIEL,This is gonna sting.
15,7,CASTIEL,"Sam, are you okay?"
15,7,SAM,"Yeah. Yeah, yeah, yeah, yeah. Just, uh..."
15,7,CASTIEL,Sam!
15,7,EILEEN,Sam!
15,7,CASTIEL,Sam!
15,7,EILEEN,Sam!
15,7,[INTERIOR,"the bunker library, Cas sits at a table paging through a book while his phone rings. Dean's voicemail recording picks up]"
15,7,CASTIEL,"Dean, I need you to call me back. Sam is hurt, and I... [Cas pulls his phone away from his ear and holds it in front of his mouth] Where are you?"
15,7,DEAN,"Okay. One, three bottles of Jaeger is nobody's friend, and ""B,"" they were twins."
15,7,LEE,"Oh, no, no, no, no."
15,7,LORNA,Oh.
15,7,LEE,"Whoa, no, they were not twins. They were triplets, uh, and we split them up fair and square."
15,7,DEAN,That's right. Triplets. Yeah. Yep.
15,7,LORNA,Mm. Mmm.
15,7,DEAN,Hm.
15,7,SERGEI,Castiel.
15,7,CASTIEL,Sergei.
15,7,SERGEI,"I am surprised to hear your voice. After last time, I didn't think we'd ever do business again."
15,7,CASTIEL,"I, um... I nee... I need your help. Sam Winchester's hurt."
15,7,SERGEI,"And you, an angel of the Lord, are unable to heal him?"
15,7,CASTIEL,This wound is unusual. It's divine.
15,7,SERGEI,Interesting.
15,7,CASTIEL,"I figure, after Jack, you owe me."
15,7,SERGEI,"And I'd love to pay my debt, but, unfortunately, this weekend, I'm with my niece. She just got a rolling scholarship at USC, and I promised to take her shopping, so..."
15,7,CASTIEL,"Let me rephrase. If you don't help me tonight, I will find you and burn you alive."
15,7,SERGEI,"My, how your negotiation skills have improved."
15,7,SERGEI,Castiel?
